"","Dates","Year","Month","DayOfMonth","DayOfWeek","Weekday"
"2753",2016-07-16,"2016","07","16","Sat","Weekend"
"2754",2016-07-17,"2016","07","17","Sun","Weekend"
"2755",2016-07-18,"2016","07","18","Mon","Weekday"
"2756",2016-07-19,"2016","07","19","Tue","Weekday"
"2757",2016-07-20,"2016","07","20","Wed","Weekday"
"2758",2016-07-21,"2016","07","21","Thu","Weekday"
"2759",2016-07-22,"2016","07","22","Fri","Weekday"
"2760",2016-07-23,"2016","07","23","Sat","Weekend"
"2761",2016-07-24,"2016","07","24","Sun","Weekend"
"2762",2016-07-25,"2016","07","25","Mon","Weekday"
"2763",2016-07-26,"2016","07","26","Tue","Weekday"
"2764",2016-07-27,"2016","07","27","Wed","Weekday"
"2765",2016-07-28,"2016","07","28","Thu","Weekday"
"2766",2016-07-29,"2016","07","29","Fri","Weekday"
"2767",2016-07-30,"2016","07","30","Sat","Weekend"
"2768",2016-07-31,"2016","07","31","Sun","Weekend"
"2769",2016-08-01,"2016","08","01","Mon","Weekday"
"2770",2016-08-02,"2016","08","02","Tue","Weekday"
"2771",2016-08-03,"2016","08","03","Wed","Weekday"
"2772",2016-08-04,"2016","08","04","Thu","Weekday"
"2773",2016-08-05,"2016","08","05","Fri","Weekday"
"2774",2016-08-06,"2016","08","06","Sat","Weekend"
"2775",2016-08-07,"2016","08","07","Sun","Weekend"
"2776",2016-08-08,"2016","08","08","Mon","Weekday"
"2777",2016-08-09,"2016","08","09","Tue","Weekday"
"2778",2016-08-10,"2016","08","10","Wed","Weekday"
"2779",2016-08-11,"2016","08","11","Thu","Weekday"
"2780",2016-08-12,"2016","08","12","Fri","Weekday"
"2781",2016-08-13,"2016","08","13","Sat","Weekend"
"2782",2016-08-14,"2016","08","14","Sun","Weekend"
"2783",2016-08-15,"2016","08","15","Mon","Weekday"
"2784",2016-08-16,"2016","08","16","Tue","Weekday"
"2785",2016-08-17,"2016","08","17","Wed","Weekday"
"2786",2016-08-18,"2016","08","18","Thu","Weekday"
"2787",2016-08-19,"2016","08","19","Fri","Weekday"
"2788",2016-08-20,"2016","08","20","Sat","Weekend"
"2789",2016-08-21,"2016","08","21","Sun","Weekend"
"2790",2016-08-22,"2016","08","22","Mon","Weekday"
"2791",2016-08-23,"2016","08","23","Tue","Weekday"
"2792",2016-08-24,"2016","08","24","Wed","Weekday"
"2793",2016-08-25,"2016","08","25","Thu","Weekday"
"2794",2016-08-26,"2016","08","26","Fri","Weekday"
"2795",2016-08-27,"2016","08","27","Sat","Weekend"
"2796",2016-08-28,"2016","08","28","Sun","Weekend"
"2797",2016-08-29,"2016","08","29","Mon","Weekday"
"2798",2016-08-30,"2016","08","30","Tue","Weekday"
"2799",2016-08-31,"2016","08","31","Wed","Weekday"
"2800",2016-09-01,"2016","09","01","Thu","Weekday"
"2801",2016-09-02,"2016","09","02","Fri","Weekday"
"2802",2016-09-03,"2016","09","03","Sat","Weekend"
"2803",2016-09-04,"2016","09","04","Sun","Weekend"
"2804",2016-09-05,"2016","09","05","Mon","Weekday"
"2805",2016-09-06,"2016","09","06","Tue","Weekday"
"2806",2016-09-07,"2016","09","07","Wed","Weekday"
"2807",2016-09-08,"2016","09","08","Thu","Weekday"
"2808",2016-09-09,"2016","09","09","Fri","Weekday"
"2809",2016-09-10,"2016","09","10","Sat","Weekend"
"2810",2016-09-11,"2016","09","11","Sun","Weekend"
"2811",2016-09-12,"2016","09","12","Mon","Weekday"
"2812",2016-09-13,"2016","09","13","Tue","Weekday"
"2813",2016-09-14,"2016","09","14","Wed","Weekday"
"2814",2016-09-15,"2016","09","15","Thu","Weekday"
"2815",2016-09-16,"2016","09","16","Fri","Weekday"
"2816",2016-09-17,"2016","09","17","Sat","Weekend"
"2817",2016-09-18,"2016","09","18","Sun","Weekend"
"2818",2016-09-19,"2016","09","19","Mon","Weekday"
"2819",2016-09-20,"2016","09","20","Tue","Weekday"
"2820",2016-09-21,"2016","09","21","Wed","Weekday"
"2821",2016-09-22,"2016","09","22","Thu","Weekday"
"2822",2016-09-23,"2016","09","23","Fri","Weekday"
"2823",2016-09-24,"2016","09","24","Sat","Weekend"
"2824",2016-09-25,"2016","09","25","Sun","Weekend"
"2825",2016-09-26,"2016","09","26","Mon","Weekday"
"2826",2016-09-27,"2016","09","27","Tue","Weekday"
"2827",2016-09-28,"2016","09","28","Wed","Weekday"
"2828",2016-09-29,"2016","09","29","Thu","Weekday"
"2829",2016-09-30,"2016","09","30","Fri","Weekday"
"2830",2016-10-01,"2016","10","01","Sat","Weekend"
"2831",2016-10-02,"2016","10","02","Sun","Weekend"
"2832",2016-10-03,"2016","10","03","Mon","Weekday"
"2833",2016-10-04,"2016","10","04","Tue","Weekday"
"2834",2016-10-05,"2016","10","05","Wed","Weekday"
"2835",2016-10-06,"2016","10","06","Thu","Weekday"
"2836",2016-10-07,"2016","10","07","Fri","Weekday"
"2837",2016-10-08,"2016","10","08","Sat","Weekend"
"2838",2016-10-09,"2016","10","09","Sun","Weekend"
"2839",2016-10-10,"2016","10","10","Mon","Weekday"
"2840",2016-10-11,"2016","10","11","Tue","Weekday"
"2841",2016-10-12,"2016","10","12","Wed","Weekday"
"2842",2016-10-13,"2016","10","13","Thu","Weekday"
"2843",2016-10-14,"2016","10","14","Fri","Weekday"
"2844",2016-10-15,"2016","10","15","Sat","Weekend"
"2845",2016-10-16,"2016","10","16","Sun","Weekend"
"2846",2016-10-17,"2016","10","17","Mon","Weekday"
"2847",2016-10-18,"2016","10","18","Tue","Weekday"
"2848",2016-10-19,"2016","10","19","Wed","Weekday"
"2849",2016-10-20,"2016","10","20","Thu","Weekday"
"2850",2016-10-21,"2016","10","21","Fri","Weekday"
"2851",2016-10-22,"2016","10","22","Sat","Weekend"
"2852",2016-10-23,"2016","10","23","Sun","Weekend"
"2853",2016-10-24,"2016","10","24","Mon","Weekday"
"2854",2016-10-25,"2016","10","25","Tue","Weekday"
"2855",2016-10-26,"2016","10","26","Wed","Weekday"
"2856",2016-10-27,"2016","10","27","Thu","Weekday"
"2857",2016-10-28,"2016","10","28","Fri","Weekday"
"2858",2016-10-29,"2016","10","29","Sat","Weekend"
"2859",2016-10-30,"2016","10","30","Sun","Weekend"
"2860",2016-10-31,"2016","10","31","Mon","Weekday"
"2861",2016-11-01,"2016","11","01","Tue","Weekday"
"2862",2016-11-02,"2016","11","02","Wed","Weekday"
"2863",2016-11-03,"2016","11","03","Thu","Weekday"
"2864",2016-11-04,"2016","11","04","Fri","Weekday"
"2865",2016-11-05,"2016","11","05","Sat","Weekend"
"2866",2016-11-06,"2016","11","06","Sun","Weekend"
"2867",2016-11-07,"2016","11","07","Mon","Weekday"
"2868",2016-11-08,"2016","11","08","Tue","Weekday"
"2869",2016-11-09,"2016","11","09","Wed","Weekday"
"2870",2016-11-10,"2016","11","10","Thu","Weekday"
"2871",2016-11-11,"2016","11","11","Fri","Weekday"
"2872",2016-11-12,"2016","11","12","Sat","Weekend"
"2873",2016-11-13,"2016","11","13","Sun","Weekend"
"2874",2016-11-14,"2016","11","14","Mon","Weekday"
"2875",2016-11-15,"2016","11","15","Tue","Weekday"
"2876",2016-11-16,"2016","11","16","Wed","Weekday"
"2877",2016-11-17,"2016","11","17","Thu","Weekday"
"2878",2016-11-18,"2016","11","18","Fri","Weekday"
"2879",2016-11-19,"2016","11","19","Sat","Weekend"
"2880",2016-11-20,"2016","11","20","Sun","Weekend"
"2881",2016-11-21,"2016","11","21","Mon","Weekday"
"2882",2016-11-22,"2016","11","22","Tue","Weekday"
"2883",2016-11-23,"2016","11","23","Wed","Weekday"
"2884",2016-11-24,"2016","11","24","Thu","Weekday"
"2885",2016-11-25,"2016","11","25","Fri","Weekday"
"2886",2016-11-26,"2016","11","26","Sat","Weekend"
"2887",2016-11-27,"2016","11","27","Sun","Weekend"
"2888",2016-11-28,"2016","11","28","Mon","Weekday"
"2889",2016-11-29,"2016","11","29","Tue","Weekday"
"2890",2016-11-30,"2016","11","30","Wed","Weekday"
"2891",2016-12-01,"2016","12","01","Thu","Weekday"
"2892",2016-12-02,"2016","12","02","Fri","Weekday"
"2893",2016-12-03,"2016","12","03","Sat","Weekend"
"2894",2016-12-04,"2016","12","04","Sun","Weekend"
"2895",2016-12-05,"2016","12","05","Mon","Weekday"
"2896",2016-12-06,"2016","12","06","Tue","Weekday"
"2897",2016-12-07,"2016","12","07","Wed","Weekday"
"2898",2016-12-08,"2016","12","08","Thu","Weekday"
"2899",2016-12-09,"2016","12","09","Fri","Weekday"
"2900",2016-12-10,"2016","12","10","Sat","Weekend"
"2901",2016-12-11,"2016","12","11","Sun","Weekend"
"2902",2016-12-12,"2016","12","12","Mon","Weekday"
"2903",2016-12-13,"2016","12","13","Tue","Weekday"
"2904",2016-12-14,"2016","12","14","Wed","Weekday"
"2905",2016-12-15,"2016","12","15","Thu","Weekday"
"2906",2016-12-16,"2016","12","16","Fri","Weekday"
"2907",2016-12-17,"2016","12","17","Sat","Weekend"
"2908",2016-12-18,"2016","12","18","Sun","Weekend"
"2909",2016-12-19,"2016","12","19","Mon","Weekday"
"2910",2016-12-20,"2016","12","20","Tue","Weekday"
"2911",2016-12-21,"2016","12","21","Wed","Weekday"
"2912",2016-12-22,"2016","12","22","Thu","Weekday"
"2913",2016-12-23,"2016","12","23","Fri","Weekday"
"2914",2016-12-24,"2016","12","24","Sat","Weekend"
"2915",2016-12-25,"2016","12","25","Sun","Weekend"
"2916",2016-12-26,"2016","12","26","Mon","Weekday"
"2917",2016-12-27,"2016","12","27","Tue","Weekday"
"2918",2016-12-28,"2016","12","28","Wed","Weekday"
"2919",2016-12-29,"2016","12","29","Thu","Weekday"
"2920",2016-12-30,"2016","12","30","Fri","Weekday"
"2921",2016-12-31,"2016","12","31","Sat","Weekend"
"2922",2017-01-01,"2017","01","01","Sun","Weekend"
"2923",2017-01-02,"2017","01","02","Mon","Weekday"
"2924",2017-01-03,"2017","01","03","Tue","Weekday"
"2925",2017-01-04,"2017","01","04","Wed","Weekday"
"2926",2017-01-05,"2017","01","05","Thu","Weekday"
"2927",2017-01-06,"2017","01","06","Fri","Weekday"
"2928",2017-01-07,"2017","01","07","Sat","Weekend"
"2929",2017-01-08,"2017","01","08","Sun","Weekend"
"2930",2017-01-09,"2017","01","09","Mon","Weekday"
"2931",2017-01-10,"2017","01","10","Tue","Weekday"
"2932",2017-01-11,"2017","01","11","Wed","Weekday"
"2933",2017-01-12,"2017","01","12","Thu","Weekday"
"2934",2017-01-13,"2017","01","13","Fri","Weekday"
"2935",2017-01-14,"2017","01","14","Sat","Weekend"
"2936",2017-01-15,"2017","01","15","Sun","Weekend"
"2937",2017-01-16,"2017","01","16","Mon","Weekday"
"2938",2017-01-17,"2017","01","17","Tue","Weekday"
"2939",2017-01-18,"2017","01","18","Wed","Weekday"
"2940",2017-01-19,"2017","01","19","Thu","Weekday"
"2941",2017-01-20,"2017","01","20","Fri","Weekday"
"2942",2017-01-21,"2017","01","21","Sat","Weekend"
"2943",2017-01-22,"2017","01","22","Sun","Weekend"
"2944",2017-01-23,"2017","01","23","Mon","Weekday"
"2945",2017-01-24,"2017","01","24","Tue","Weekday"
"2946",2017-01-25,"2017","01","25","Wed","Weekday"
"2947",2017-01-26,"2017","01","26","Thu","Weekday"
"2948",2017-01-27,"2017","01","27","Fri","Weekday"
"2949",2017-01-28,"2017","01","28","Sat","Weekend"
"2950",2017-01-29,"2017","01","29","Sun","Weekend"
"2951",2017-01-30,"2017","01","30","Mon","Weekday"
"2952",2017-01-31,"2017","01","31","Tue","Weekday"
"2953",2017-02-01,"2017","02","01","Wed","Weekday"
"2954",2017-02-02,"2017","02","02","Thu","Weekday"
"2955",2017-02-03,"2017","02","03","Fri","Weekday"
"2956",2017-02-04,"2017","02","04","Sat","Weekend"
"2957",2017-02-05,"2017","02","05","Sun","Weekend"
"2958",2017-02-06,"2017","02","06","Mon","Weekday"
"2959",2017-02-07,"2017","02","07","Tue","Weekday"
"2960",2017-02-08,"2017","02","08","Wed","Weekday"
"2961",2017-02-09,"2017","02","09","Thu","Weekday"
"2962",2017-02-10,"2017","02","10","Fri","Weekday"
"2963",2017-02-11,"2017","02","11","Sat","Weekend"
"2964",2017-02-12,"2017","02","12","Sun","Weekend"
"2965",2017-02-13,"2017","02","13","Mon","Weekday"
"2966",2017-02-14,"2017","02","14","Tue","Weekday"
"2967",2017-02-15,"2017","02","15","Wed","Weekday"
"2968",2017-02-16,"2017","02","16","Thu","Weekday"
"2969",2017-02-17,"2017","02","17","Fri","Weekday"
"2970",2017-02-18,"2017","02","18","Sat","Weekend"
"2971",2017-02-19,"2017","02","19","Sun","Weekend"
"2972",2017-02-20,"2017","02","20","Mon","Weekday"
"2973",2017-02-21,"2017","02","21","Tue","Weekday"
"2974",2017-02-22,"2017","02","22","Wed","Weekday"
"2975",2017-02-23,"2017","02","23","Thu","Weekday"
"2976",2017-02-24,"2017","02","24","Fri","Weekday"
"2977",2017-02-25,"2017","02","25","Sat","Weekend"
"2978",2017-02-26,"2017","02","26","Sun","Weekend"
"2979",2017-02-27,"2017","02","27","Mon","Weekday"
"2980",2017-02-28,"2017","02","28","Tue","Weekday"
"2981",2017-03-01,"2017","03","01","Wed","Weekday"
"2982",2017-03-02,"2017","03","02","Thu","Weekday"
"2983",2017-03-03,"2017","03","03","Fri","Weekday"
"2984",2017-03-04,"2017","03","04","Sat","Weekend"
"2985",2017-03-05,"2017","03","05","Sun","Weekend"
"2986",2017-03-06,"2017","03","06","Mon","Weekday"
"2987",2017-03-07,"2017","03","07","Tue","Weekday"
"2988",2017-03-08,"2017","03","08","Wed","Weekday"
"2989",2017-03-09,"2017","03","09","Thu","Weekday"
"2990",2017-03-10,"2017","03","10","Fri","Weekday"
"2991",2017-03-11,"2017","03","11","Sat","Weekend"
"2992",2017-03-12,"2017","03","12","Sun","Weekend"
"2993",2017-03-13,"2017","03","13","Mon","Weekday"
"2994",2017-03-14,"2017","03","14","Tue","Weekday"
"2995",2017-03-15,"2017","03","15","Wed","Weekday"
"2996",2017-03-16,"2017","03","16","Thu","Weekday"
"2997",2017-03-17,"2017","03","17","Fri","Weekday"
"2998",2017-03-18,"2017","03","18","Sat","Weekend"
"2999",2017-03-19,"2017","03","19","Sun","Weekend"
"3000",2017-03-20,"2017","03","20","Mon","Weekday"
"3001",2017-03-21,"2017","03","21","Tue","Weekday"
"3002",2017-03-22,"2017","03","22","Wed","Weekday"
"3003",2017-03-23,"2017","03","23","Thu","Weekday"
"3004",2017-03-24,"2017","03","24","Fri","Weekday"
"3005",2017-03-25,"2017","03","25","Sat","Weekend"
"3006",2017-03-26,"2017","03","26","Sun","Weekend"
"3007",2017-03-27,"2017","03","27","Mon","Weekday"
"3008",2017-03-28,"2017","03","28","Tue","Weekday"
"3009",2017-03-29,"2017","03","29","Wed","Weekday"
"3010",2017-03-30,"2017","03","30","Thu","Weekday"
"3011",2017-03-31,"2017","03","31","Fri","Weekday"
"3012",2017-04-01,"2017","04","01","Sat","Weekend"
"3013",2017-04-02,"2017","04","02","Sun","Weekend"
"3014",2017-04-03,"2017","04","03","Mon","Weekday"
"3015",2017-04-04,"2017","04","04","Tue","Weekday"
"3016",2017-04-05,"2017","04","05","Wed","Weekday"
"3017",2017-04-06,"2017","04","06","Thu","Weekday"
"3018",2017-04-07,"2017","04","07","Fri","Weekday"
"3019",2017-04-08,"2017","04","08","Sat","Weekend"
"3020",2017-04-09,"2017","04","09","Sun","Weekend"
"3021",2017-04-10,"2017","04","10","Mon","Weekday"
"3022",2017-04-11,"2017","04","11","Tue","Weekday"
"3023",2017-04-12,"2017","04","12","Wed","Weekday"
"3024",2017-04-13,"2017","04","13","Thu","Weekday"
"3025",2017-04-14,"2017","04","14","Fri","Weekday"
"3026",2017-04-15,"2017","04","15","Sat","Weekend"
"3027",2017-04-16,"2017","04","16","Sun","Weekend"
"3028",2017-04-17,"2017","04","17","Mon","Weekday"
"3029",2017-04-18,"2017","04","18","Tue","Weekday"
"3030",2017-04-19,"2017","04","19","Wed","Weekday"
"3031",2017-04-20,"2017","04","20","Thu","Weekday"
"3032",2017-04-21,"2017","04","21","Fri","Weekday"
"3033",2017-04-22,"2017","04","22","Sat","Weekend"
"3034",2017-04-23,"2017","04","23","Sun","Weekend"
"3035",2017-04-24,"2017","04","24","Mon","Weekday"
"3036",2017-04-25,"2017","04","25","Tue","Weekday"
"3037",2017-04-26,"2017","04","26","Wed","Weekday"
"3038",2017-04-27,"2017","04","27","Thu","Weekday"
"3039",2017-04-28,"2017","04","28","Fri","Weekday"
"3040",2017-04-29,"2017","04","29","Sat","Weekend"
"3041",2017-04-30,"2017","04","30","Sun","Weekend"
"3042",2017-05-01,"2017","05","01","Mon","Weekday"
"3043",2017-05-02,"2017","05","02","Tue","Weekday"
"3044",2017-05-03,"2017","05","03","Wed","Weekday"
"3045",2017-05-04,"2017","05","04","Thu","Weekday"
"3046",2017-05-05,"2017","05","05","Fri","Weekday"
"3047",2017-05-06,"2017","05","06","Sat","Weekend"
"3048",2017-05-07,"2017","05","07","Sun","Weekend"
"3049",2017-05-08,"2017","05","08","Mon","Weekday"
"3050",2017-05-09,"2017","05","09","Tue","Weekday"
"3051",2017-05-10,"2017","05","10","Wed","Weekday"
"3052",2017-05-11,"2017","05","11","Thu","Weekday"
"3053",2017-05-12,"2017","05","12","Fri","Weekday"
"3054",2017-05-13,"2017","05","13","Sat","Weekend"
"3055",2017-05-14,"2017","05","14","Sun","Weekend"
"3056",2017-05-15,"2017","05","15","Mon","Weekday"
"3057",2017-05-16,"2017","05","16","Tue","Weekday"
"3058",2017-05-17,"2017","05","17","Wed","Weekday"
"3059",2017-05-18,"2017","05","18","Thu","Weekday"
"3060",2017-05-19,"2017","05","19","Fri","Weekday"
"3061",2017-05-20,"2017","05","20","Sat","Weekend"
"3062",2017-05-21,"2017","05","21","Sun","Weekend"
"3063",2017-05-22,"2017","05","22","Mon","Weekday"
"3064",2017-05-23,"2017","05","23","Tue","Weekday"
"3065",2017-05-24,"2017","05","24","Wed","Weekday"
"3066",2017-05-25,"2017","05","25","Thu","Weekday"
"3067",2017-05-26,"2017","05","26","Fri","Weekday"
"3068",2017-05-27,"2017","05","27","Sat","Weekend"
"3069",2017-05-28,"2017","05","28","Sun","Weekend"
"3070",2017-05-29,"2017","05","29","Mon","Weekday"
"3071",2017-05-30,"2017","05","30","Tue","Weekday"
"3072",2017-05-31,"2017","05","31","Wed","Weekday"
"3073",2017-06-01,"2017","06","01","Thu","Weekday"
"3074",2017-06-02,"2017","06","02","Fri","Weekday"
"3075",2017-06-03,"2017","06","03","Sat","Weekend"
"3076",2017-06-04,"2017","06","04","Sun","Weekend"
"3077",2017-06-05,"2017","06","05","Mon","Weekday"
"3078",2017-06-06,"2017","06","06","Tue","Weekday"
"3079",2017-06-07,"2017","06","07","Wed","Weekday"
"3080",2017-06-08,"2017","06","08","Thu","Weekday"
"3081",2017-06-09,"2017","06","09","Fri","Weekday"
"3082",2017-06-10,"2017","06","10","Sat","Weekend"
"3083",2017-06-11,"2017","06","11","Sun","Weekend"
"3084",2017-06-12,"2017","06","12","Mon","Weekday"
"3085",2017-06-13,"2017","06","13","Tue","Weekday"
"3086",2017-06-14,"2017","06","14","Wed","Weekday"
"3087",2017-06-15,"2017","06","15","Thu","Weekday"
"3088",2017-06-16,"2017","06","16","Fri","Weekday"
"3089",2017-06-17,"2017","06","17","Sat","Weekend"
"3090",2017-06-18,"2017","06","18","Sun","Weekend"
"3091",2017-06-19,"2017","06","19","Mon","Weekday"
"3092",2017-06-20,"2017","06","20","Tue","Weekday"
"3093",2017-06-21,"2017","06","21","Wed","Weekday"
"3094",2017-06-22,"2017","06","22","Thu","Weekday"
"3095",2017-06-23,"2017","06","23","Fri","Weekday"
"3096",2017-06-24,"2017","06","24","Sat","Weekend"
"3097",2017-06-25,"2017","06","25","Sun","Weekend"
"3098",2017-06-26,"2017","06","26","Mon","Weekday"
"3099",2017-06-27,"2017","06","27","Tue","Weekday"
"3100",2017-06-28,"2017","06","28","Wed","Weekday"
"3101",2017-06-29,"2017","06","29","Thu","Weekday"
"3102",2017-06-30,"2017","06","30","Fri","Weekday"
"3103",2017-07-01,"2017","07","01","Sat","Weekend"
"3104",2017-07-02,"2017","07","02","Sun","Weekend"
"3105",2017-07-03,"2017","07","03","Mon","Weekday"
"3106",2017-07-04,"2017","07","04","Tue","Weekday"
"3107",2017-07-05,"2017","07","05","Wed","Weekday"
"3108",2017-07-06,"2017","07","06","Thu","Weekday"
"3109",2017-07-07,"2017","07","07","Fri","Weekday"
"3110",2017-07-08,"2017","07","08","Sat","Weekend"
"3111",2017-07-09,"2017","07","09","Sun","Weekend"
"3112",2017-07-10,"2017","07","10","Mon","Weekday"
"3113",2017-07-11,"2017","07","11","Tue","Weekday"
"3114",2017-07-12,"2017","07","12","Wed","Weekday"
"3115",2017-07-13,"2017","07","13","Thu","Weekday"
"3116",2017-07-14,"2017","07","14","Fri","Weekday"
"3117",2017-07-15,"2017","07","15","Sat","Weekend"
"3118",2017-07-16,"2017","07","16","Sun","Weekend"
"3119",2017-07-17,"2017","07","17","Mon","Weekday"
"3120",2017-07-18,"2017","07","18","Tue","Weekday"
"3121",2017-07-19,"2017","07","19","Wed","Weekday"
"3122",2017-07-20,"2017","07","20","Thu","Weekday"
"3123",2017-07-21,"2017","07","21","Fri","Weekday"
"3124",2017-07-22,"2017","07","22","Sat","Weekend"
"3125",2017-07-23,"2017","07","23","Sun","Weekend"
"3126",2017-07-24,"2017","07","24","Mon","Weekday"
"3127",2017-07-25,"2017","07","25","Tue","Weekday"
"3128",2017-07-26,"2017","07","26","Wed","Weekday"
"3129",2017-07-27,"2017","07","27","Thu","Weekday"
"3130",2017-07-28,"2017","07","28","Fri","Weekday"
"3131",2017-07-29,"2017","07","29","Sat","Weekend"
"3132",2017-07-30,"2017","07","30","Sun","Weekend"
"3133",2017-07-31,"2017","07","31","Mon","Weekday"
"3134",2017-08-01,"2017","08","01","Tue","Weekday"
"3135",2017-08-02,"2017","08","02","Wed","Weekday"
"3136",2017-08-03,"2017","08","03","Thu","Weekday"
"3137",2017-08-04,"2017","08","04","Fri","Weekday"
"3138",2017-08-05,"2017","08","05","Sat","Weekend"
"3139",2017-08-06,"2017","08","06","Sun","Weekend"
"3140",2017-08-07,"2017","08","07","Mon","Weekday"
"3141",2017-08-08,"2017","08","08","Tue","Weekday"
"3142",2017-08-09,"2017","08","09","Wed","Weekday"
"3143",2017-08-10,"2017","08","10","Thu","Weekday"
"3144",2017-08-11,"2017","08","11","Fri","Weekday"
"3145",2017-08-12,"2017","08","12","Sat","Weekend"
"3146",2017-08-13,"2017","08","13","Sun","Weekend"
"3147",2017-08-14,"2017","08","14","Mon","Weekday"
"3148",2017-08-15,"2017","08","15","Tue","Weekday"
"3149",2017-08-16,"2017","08","16","Wed","Weekday"
"3150",2017-08-17,"2017","08","17","Thu","Weekday"
"3151",2017-08-18,"2017","08","18","Fri","Weekday"
"3152",2017-08-19,"2017","08","19","Sat","Weekend"
